id,price_doc
30752,6020708.788119592
30753,8416998.88240996
30754,7204571.282331232
30755,6236195.440275429
30756,13390625.57419268
30757,6778366.235509954
30758,8020059.138751125
30759,6731740.405968662
30760,6236195.440275429
30761,8385171.380512816
30762,6422750.959265826
30763,8187249.416195739
30764,6247228.215461075
30765,5441708.7375872135
30766,5309250.353789434
30767,8722298.660104793
30768,7230860.087359012
30769,6065177.760117911
30770,6247228.215461075
30771,4534367.463090894
30772,7571633.671845236
30773,7379830.822405665
30774,5969262.212535672
30775,8260276.015477306
30776,7128948.5330201015
30777,6247228.215461075
30778,8243916.248061185
30779,6409112.215597853
30780,7284150.5948265875
30781,6706493.932547215
30782,5424990.267740671
30783,5719872.777728525
30784,4630548.192870224
30785,7127861.241646891
30786,5433331.889636738
30787,6470892.994769074
30788,5762747.20356044
30789,5906864.34981567
30790,7998332.212277496
30791,7917570.361449768
30792,6887726.652967177
30793,9000525.086837891
30794,10109480.447752088
30795,8473682.560858529
30796,7959716.318774678
30797,9001863.507002119
30798,4669135.176118948
30799,8190669.002257072
30800,9855739.02012911
30801,6496617.650268223
30802,9448207.428805748
30803,4312402.522285689
30804,4469972.12411317
30805,10435840.263820648
30806,6859858.276176432
30807,6889101.301080024
30808,8002244.53238931
30809,5384709.343253603
30810,8928831.546947278
30811,5106683.326316916
30812,5969205.365852406
30813,6748352.215970714
30814,4834135.744043374
30815,4809166.184522017
30816,7752064.362599525
30817,4557661.668955969
30818,7065593.177439009
30819,7318856.94949209
30820,6195247.4324441645
30821,10115617.956783235
30822,8417981.770274185
30823,7376934.768971538
30824,4847608.293300692
30825,6984247.280730223
30826,8258511.270151468
30827,7247924.999596499
30828,6953913.2630437035
30829,7187080.207425363
30830,7225776.749873863
30831,7067740.701479605
30832,5634598.71311116
30833,6591571.228163075
30834,5098193.603165761
30835,7846296.695342931
30836,6350041.675442442
30837,6088118.95712592
30838,6772033.712240865
30839,7036560.228097196
30840,7532680.850754413
30841,8270298.371665358
30842,7534164.21203403
30843,6572963.097623084
30844,13390625.57419268
30845,8281927.049802003
30846,5433331.889636738
30847,6485686.327001097
30848,6803027.060010919
30849,5228501.784381311
30850,5038169.407001081
30851,5194978.664930847
30852,6594773.124645969
30853,4628048.916857695
30854,7067990.759456239
30855,7838793.073709476
30856,7581199.3821777785
30857,4203090.167326035
30858,5467631.43030227
30859,6122892.380548524
30860,6488752.361954488
30861,8246153.903760156
30862,9071641.483246047
30863,11594187.131835453
30864,6877666.2581300605
30865,7752114.854885086
30866,8272623.77697926
30867,6577290.858814575
30868,6941737.813991935
30869,6538459.072180735
30870,7639229.518355481
30871,8046081.355255409
30872,5068070.36446838
30873,4594736.703284042
30874,5677225.826311791
30875,6459866.3477239255
30876,5014491.70999839
30877,9192299.881263506
30878,5752239.4009219855
30879,9831850.264838029
30880,6496617.650268223
30881,4557661.668955969
30882,7539188.276515924
30883,5841494.272195836
30884,5752239.4009219855
30885,5417918.519253066
30886,7113291.6172657525
30887,6654357.184237474
30888,11174017.75868269
30889,7094387.587025739
30890,6798558.243305731
30891,5309250.353789434
30892,5309250.353789434
30893,5433331.889636738
30894,6355509.772184189
30895,5071822.262969499
30896,7082194.957153909
30897,7966572.498553086
30898,6402587.773901101
30899,6848013.017248471
30900,4282182.138969383
30901,6980771.575292263
30902,4557661.668955969
30903,7520850.114311213
30904,6385393.6878722925
30905,5764244.240154922
30906,6328340.150851347
30907,8492091.616112428
30908,4882692.6625935165
30909,9425575.573748639
30910,6521592.175164507
30911,5114895.06299245
30912,6238799.384720956
30913,11427097.302196642
30914,8002496.457763883
30915,10420702.751669707
30916,5607859.385692186
30917,8889622.451502837
30918,6229547.328503194
30919,6236195.440275429
30920,5502141.701724215
30921,6617670.939867353
30922,7291271.50436817
30923,4387224.482257575
30924,7247924.999596499
30925,10786114.069702767
30926,7155081.481068164
30927,7151952.145064279
30928,5694012.860982183
30929,7247924.999596499
30930,9025562.306030653
30931,8049329.278392761
30932,7381538.1586521175
30933,5031040.085225529
30934,7243320.35292696
30935,6390582.934668165
30936,6859858.276176432
30937,6948800.10783943
30938,3183823.049385581
30939,8540747.595362414
30940,6806391.344735576
30941,6450366.861902721
30942,4469972.12411317
30943,6268714.03237924
30944,5384709.343253603
30945,4819918.748868355
30946,8967057.706494898
30947,7368290.426561327
30948,6372156.560980581
30949,5587201.191265294
30950,7440731.068674675
30951,9886669.055765059
30952,7148308.922913326
30953,8032545.43493917
30954,5269377.137765752
30955,7583452.392335406
30956,7422292.11281505
30957,7164211.794723235
30958,12269800.851807091
30959,7047711.52675009
30960,7599836.638161263
30961,10175480.74045122
30962,8451007.85400677
30963,4579730.654242871
30964,6893533.611109093
30965,5926336.732972542
30966,10475488.652048558
30967,9192540.073438974
30968,5044948.499398222
30969,4391511.924840766
30970,12237303.519314174
30971,8412832.090452425
30972,4391511.924840766
30973,5745505.7240950335
30974,5058037.928651992
30975,7559789.077507951
30976,5927786.30262812
30977,7418882.249042986
30978,6885485.421633269
30979,4290328.2798774475
30980,9961597.14664213
30981,6232452.247671537
30982,6106074.591678937
30983,4579730.654242871
30984,5764244.240154922
30985,4862384.26109023
30986,7762919.785045593
30987,7524656.42075017
30988,6440043.753049154
30989,7203937.996283963
30990,8421926.441753056
30991,8645321.518292807
30992,5256514.8100161785
30993,7144880.406367544
30994,7287600.7764447965
30995,7588002.705244096
30996,5752239.4009219855
30997,6916069.258438945
30998,9075439.209546933
30999,6449848.493121371
31000,7982593.090543772
31001,6496617.650268223
31002,9927261.071362495
31003,8963049.148719363
31004,4704001.247663128
31005,4707722.15936767
31006,7312744.623529024
31007,7050186.100524295
31008,6984247.280730223
31009,7598562.75255348
31010,6959327.462913504
31011,5037522.722303968
31012,6022777.027921367
31013,6502648.652804245
31014,11739465.703171954
31015,8497799.826576885
31016,5037522.722303968
31017,7437074.148723041
31018,6727498.868765708
31019,5192254.937889876
31020,7527354.546397731
31021,8388028.913674909
31022,10924937.115470316
31023,7609000.596309019
31024,6927860.115445457
31025,6450854.29777748
31026,7202159.385663959
31027,5381164.813656399
31028,6491837.35822412
31029,8132856.770157676
31030,6916914.049857676
31031,8289661.837689173
31032,8190732.850423649
31033,13120516.691451617
31034,7029145.1778585985
31035,7929179.243749183
31036,8526177.317471907
31037,10942702.855646778
31038,5050769.332644558
31039,7847761.493254892
31040,11735672.737080771
31041,5106506.086226046
31042,11109706.119934818
31043,6502597.99000233
31044,11261613.0964581
31045,7325485.457973241
31046,8909500.375121012
31047,7763336.70733551
31048,6630163.907889653
31049,7769527.985115453
31050,6825947.802176695
31051,5623980.349633265
31052,4579730.654242871
31053,10190026.586331679
31054,6393719.028271628
31055,5497647.239648517
31056,8567244.013652312
31057,7247924.999596499
31058,6536479.571450723
31059,4669135.176118948
31060,6078449.263451561
31061,6496617.650268223
31062,5804263.920769147
31063,4391511.924840766
31064,5122349.567399864
31065,8782385.692731187
31066,5467631.43030227
31067,8317710.778204271
31068,5072468.947666612
31069,5380902.4115503
31070,5068070.36446838
31071,4282182.138969383
31072,7687209.922965924
31073,4557661.668955969
31074,7376934.768971538
31075,6448475.614764975
31076,7488333.186391612
31077,5764244.240154922
31078,5026850.569408219
31079,5418991.4530074075
31080,6705207.699772257
31081,5273235.836090625
31082,7694062.389376287
31083,5384709.343253603
31084,7437074.148723041
31085,9081293.934318364
31086,4715439.556017415
31087,6083047.564207918
31088,10305625.48958142
31089,7448107.2611559
31090,12503860.311147265
31091,10786004.204903862
31092,6061299.493118796
31093,6247228.215461075
31094,7115141.806712225
31095,6417789.090156497
31096,10179815.589403015
31097,8718287.86256697
31098,10095048.502707662
31099,10347516.085309368
31100,5139730.894789445
31101,4830083.180320177
31102,6869432.933822686
31103,8160606.256928295
31104,6616877.179147435
31105,6482422.434141727
31106,5200829.823056258
31107,11272968.85846987
31108,7611559.741047905
31109,5411494.515382016
31110,7429356.752073296
31111,7489351.915490825
31112,6635148.950158568
31113,4804476.345831957
31114,6780852.111416355
31115,5411494.515382016
31116,7571868.094473852
31117,7571482.004710689
31118,4594736.703284042
31119,4409298.724665816
31120,6418441.742179299
31121,11727097.851914387
31122,5906231.268701237
31123,5068070.36446838
31124,6965820.50676484
31125,9489469.116899602
31126,11905538.40616059
31127,5994986.868034821
31128,6694259.826038576
31129,5411494.515382016
31130,8314984.442658514
31131,7828948.782372918
31132,8078094.893214873
31133,8304910.939000772
31134,7315608.967766893
31135,8197957.693143984
31136,8505015.757051788
31137,5318845.877824347
31138,7046925.603066231
31139,4594736.703284042
31140,7041583.9637826225
31141,9589222.91962581
31142,7437074.148723041
31143,5147715.994184142
31144,4579730.654242871
31145,5624508.512602713
31146,5789953.4844584195
31147,8916587.709636912
31148,6247228.215461075
31149,4557661.668955969
31150,6803027.060010919
31151,5732716.076338807
31152,7379830.822405665
31153,5433568.757790258
31154,10575704.115847412
31155,6891696.5411899015
31156,7990900.920036262
31157,6722284.538897225
31158,7643507.658698923
31159,6415156.2411875855
31160,6000368.14661411
31161,4391511.924840766
31162,5451060.279637737
31163,6598178.591678206
31164,5981144.373197105
31165,12241590.961897366
31166,5752239.4009219855
31167,7348892.449946581
31168,7906238.81065421
31169,10278626.583985703
31170,7034781.5978450645
31171,10514281.696611386
31172,5411494.515382016
31173,8304556.632008675
31174,9043006.622602735
31175,8980628.244826503
31176,5068070.36446838
31177,6803027.060010919
31178,5110793.528809238
31179,6389011.885116387
31180,5072468.947666612
31181,6127894.8526993785
31182,7319393.490818456
31183,6641912.066730395
31184,7018603.779810601
31185,4719007.296704299
31186,8587433.642260965
31187,4804476.345831957
31188,5068070.36446838
31189,5265481.552030323
31190,6504043.880801668
31191,9251891.5073944
31192,5469105.9906140305
31193,6281204.594279226
31194,7257377.5341132935
31195,8144061.692153418
31196,6097777.8098205635
31197,9146404.498079408
31198,7499054.755472443
31199,6705207.699772257
31200,7627124.071223558
31201,4778628.112342222
31202,4890482.719132607
31203,6496617.650268223
31204,4528507.059390267
31205,7255740.293438647
31206,6086271.420679485
31207,5072468.947666612
31208,6453013.841664469
31209,5205379.667745548
31210,6264483.568204779
31211,6236588.505497126
31212,6107991.913918291
31213,7215338.236635271
31214,6806391.344735576
31215,5068070.36446838
31216,5752239.4009219855
31217,6151335.7873658165
31218,7201139.051722425
31219,5309250.353789434
31220,7402659.424470687
31221,4594736.703284042
31222,6027877.551882161
31223,7559695.006602317
31224,6136816.430450456
31225,7017539.188711609
31226,6406581.356021201
31227,7494097.135079488
31228,8119684.251244876
31229,11092556.349602051
31230,7462297.128756072
31231,4704001.247663128
31232,6903206.37392349
31233,6639181.083991108
31234,7085810.6069154125
31235,5396917.210599165
31236,6762914.680197666
31237,8184851.577748888
31238,6691059.139247726
31239,9000004.433216162
31240,7991756.314247532
31241,6691059.139247726
31242,6077777.470629873
31243,4579730.654242871
31244,6151335.7873658165
31245,6929611.687137614
31246,7868155.824482774
31247,5411494.515382016
31248,7865159.776808097
31249,7601711.943917594
31250,5994986.868034821
31251,6069874.378285179
31252,6470892.994769074
31253,7592091.4134054165
31254,5961968.022282725
31255,8374864.572720894
31256,7901602.841837356
31257,5433568.757790258
31258,10225078.92624193
31259,8306081.696059635
31260,7116060.983423801
31261,10492677.413487285
31262,5764244.240154922
31263,6083955.629631288
31264,4572442.001851446
31265,9078369.826105442
31266,7231830.166041134
31267,4595165.44754236
31268,5037522.722303968
31269,7871437.376938343
31270,4704001.247663128
31271,5176034.280914035
31272,10736149.039451696
31273,7995533.22800539
31274,6619373.543340885
31275,6989929.857910201
31276,7041631.083769249
31277,7463213.446813286
31278,8743894.97686978
31279,8926650.14545378
31280,8458032.738008693
31281,6069874.378285179
31282,8388028.913674909
31283,6470892.994769074
31284,5025851.024623152
31285,5506835.485346116
31286,7006405.585469952
31287,7762919.785045593
31288,5106506.086226046
31289,7770575.276494537
31290,6264483.568204779
31291,7220845.580174061
31292,4677710.06128533
31293,6151335.7873658165
31294,4579730.654242871
31295,9748160.612162959
31296,7472659.92216353
31297,9751684.849785335
31298,4933099.6233277
31299,7574701.055643488
31300,7608769.448949337
31301,6470814.777864875
31302,5413695.588752015
31303,7641402.245888945
31304,5996316.061549235
31305,9182126.429687459
31306,4465768.38175983
31307,6247228.215461075
31308,7728179.797760454
31309,7928627.582416207
31310,13928077.95909172
31311,6935988.292142503
31312,7040938.238647757
31313,8889486.00072261
31314,6715926.306230236
31315,7728191.5001217425
31316,8268096.737410682
31317,10066849.29178679
31318,8422931.009973519
31319,6806391.344735576
31320,7054279.033801449
31321,6685293.706848201
31322,13390625.57419268
31323,7657656.931612727
31324,6276235.717473923
31325,6645744.634735869
31326,7262845.228559429
31327,7440208.723953834
31328,9517948.993610593
31329,5396917.210599165
31330,7826419.55821711
31331,6766247.901642948
31332,6701870.637760457
31333,6498995.211929241
31334,5037522.722303968
31335,7364566.714129213
31336,7368977.669813217
31337,7747903.106096682
31338,5083036.535748815
31339,6593899.622493848
31340,7658489.269013457
31341,7599996.966884317
31342,5636529.807258253
31343,4282182.138969383
31344,5316971.598279138
31345,5653389.977303866
31346,4616810.945692283
31347,8485913.565472184
31348,7658610.366985162
31349,7869730.265011396
31350,4800188.903248765
31351,7230542.635033695
31352,7763980.790149355
31353,5608220.215662978
31354,8198254.4433069555
31355,8307833.73197767
31356,5433331.889636738
31357,5119242.172023215
31358,5260802.25259937
31359,5970885.511374185
31360,9192134.346028507
31361,6461671.9280657545
31362,7663022.372857232
31363,5411494.515382016
31364,4848980.05703388
31365,4387224.482257575
31366,7522611.7593649505
31367,7193690.300558815
31368,7689978.131345431
31369,5068070.36446838
31370,6863579.419145048
31371,7799444.383050043
31372,5860861.343932116
31373,6775323.477542905
31374,5804263.920769147
31375,5646386.754481738
31376,6706493.932547215
31377,8461503.081933998
31378,6973270.447422913
31379,13800092.202142201
31380,5703540.118882254
31381,7449710.29018186
31382,6502956.074740033
31383,7755741.835766902
31384,10476086.446002081
31385,10110238.497324262
31386,7876924.264835944
31387,8908884.69609086
31388,5831318.844506312
31389,4960810.021695212
31390,7596556.685444473
31391,5418991.4530074075
31392,11223840.868681524
31393,8006060.98668958
31394,7039698.689145107
31395,5070673.15489737
31396,8134157.252567669
31397,7655719.2754072
31398,10595213.009951841
31399,8133728.942081005
31400,11053969.36635333
31401,8505625.894773476
31402,8732684.104254372
31403,5122349.567399864
31404,7330643.312867585
31405,11113993.562518008
31406,12036651.206420813
31407,4290328.2798774475
31408,6470892.994769074
31409,5543344.718831688
31410,8807035.801983591
31411,7763331.940827152
31412,7294090.319770472
31413,7438125.88686596
31414,5381993.486799849
31415,8856090.459173609
31416,7328762.043915007
31417,6785656.376066424
31418,7198058.109446824
31419,9782625.761502948
31420,8289661.837689173
31421,10586407.910558414
31422,6456535.577204907
31423,6151335.7873658165
31424,10705344.30688563
31425,6035586.2063189335
31426,6375544.582798522
31427,5739622.859663514
31428,7680277.260674114
31429,10088043.234836131
31430,5068070.36446838
31431,5411494.515382016
31432,5804010.356696196
31433,7321243.2352489615
31434,4594736.703284042
31435,8040166.349945739
31436,7544260.213302827
31437,8567244.013652312
31438,6957277.920863479
31439,15101315.164886072
31440,7176363.7297608685
31441,6922765.122662362
31442,6838632.889835399
31443,11153855.43339545
31444,7401797.287213619
31445,10936719.978588354
31446,8438171.28466602
31447,7288152.3857005695
31448,8121035.956658198
31449,8242024.972344649
31450,7748256.13325275
31451,8271004.412890988
31452,7820489.95899038
31453,10758135.828113116
31454,6616023.838132342
31455,6197204.382364195
31456,5122349.567399864
31457,5911189.514395619
31458,9443752.188756365
31459,8452749.46266078
31460,5122349.567399864
31461,6013388.551558596
31462,4528507.059390267
31463,5402062.141698995
31464,9905725.518652104
31465,5220534.699962823
31466,14157626.386563491
31467,4290328.2798774475
31468,11320195.214291424
31469,5088050.026734332
31470,5411494.515382016
31471,8940210.02546743
31472,5273235.836090625
31473,6658269.755827464
31474,6041974.291256856
31475,6956102.193893034
31476,9858214.38028109
31477,7918755.013498499
31478,7265115.969338576
31479,7160195.04643215
31480,8025704.971761993
31481,7077131.635843413
31482,8486962.662662944
31483,9022437.08428682
31484,7638082.274666922
31485,5115029.204770859
31486,4298558.121015363
31487,6488257.92202679
31488,8915469.802609093
31489,7471338.213347941
31490,11118281.0051012
31491,6646834.767839888
31492,8430414.959331805
31493,8488924.465129392
31494,6765263.898173964
31495,5323028.940748284
31496,8020262.275793728
31497,5344262.7341274815
31498,12082955.586319279
31499,8395642.4358888
31500,8830621.622177204
31501,7571821.069927843
31502,7921861.752547962
31503,7335500.407969057
31504,9162999.54825002
31505,11015260.246263186
31506,7073901.006210176
31507,7615625.6211146675
31508,6288189.001253026
31509,6694680.284108907
31510,7356830.480975548
31511,5122349.567399864
31512,6232452.247671537
31513,10636337.735589903
31514,11105009.703964356
31515,4844920.322029797
31516,11638387.984474614
31517,6862498.050468678
31518,7910057.468919807
31519,6506885.432585522
31520,9876552.581310786
31521,5763408.121859217
31522,5106506.086226046
31523,7616150.983443041
31524,7548526.561426506
31525,7879047.397443047
31526,5764244.240154922
31527,6881854.164527077
31528,5953629.437078249
31529,5547334.546105266
31530,6901171.863200605
31531,7248898.068740354
31532,5764244.240154922
31533,9139226.99711726
31534,7394932.557062244
31535,7738845.313896952
31536,8039979.239585137
31537,5403319.791554398
31538,5336464.270176166
31539,4928812.180744509
31540,7429356.752073296
31541,5282239.465515327
31542,6015848.652114028
31543,4387224.482257575
31544,5122349.567399864
31545,6475456.240100828
31546,8562956.571069121
31547,7349999.056937927
31548,7890186.202591165
31549,5994986.868034821
31550,5422416.692592671
31551,7164268.753344158
31552,7543454.019741838
31553,7299944.872748545
31554,6735266.359713739
31555,5057692.979877074
31556,7655719.2754072
31557,6855670.5784943085
31558,7762919.785045593
31559,5282239.465515327
31560,7655719.2754072
31561,6667397.58861384
31562,12916311.111913864
31563,4414598.873297704
31564,8017334.366010864
31565,7402774.608057509
31566,7025532.676572876
31567,10389832.059369812
31568,7889171.121174846
31569,6376434.374143632
31570,6594511.064699585
31571,7226447.80820265
31572,4391511.924840766
31573,5435861.038942289
31574,8517286.419018555
31575,5752239.4009219855
31576,6768527.445040518
31577,5382994.366220327
31578,6267613.659748648
31579,5411494.515382016
31580,6149678.758200031
31581,6184516.191976694
31582,6691714.205168048
31583,7650294.323093926
31584,4862701.864733508
31585,6806391.344735576
31586,8654581.741500381
31587,9106117.748863645
31588,7320290.5897708
31589,4866644.2632882325
31590,5865093.242818415
31591,6510560.725655962
31592,6685293.706848201
31593,8054340.747493996
31594,8092938.211482228
31595,7343458.922150622
31596,5005986.147241956
31597,7038843.661277857
31598,4966906.150987462
31599,6434106.923551584
31600,5815362.806273624
31601,9485544.016526159
31602,5625234.872170645
31603,11381961.399163565
31604,7646298.532299887
31605,5122349.567399864
31606,5649705.005132414
31607,6538766.900558177
31608,5625234.872170645
31609,7320813.941186169
31610,7599877.657401815
31611,11742103.900955558
31612,7089968.937050626
31613,5068070.36446838
31614,9655147.15627272
31615,7544260.213302827
31616,8488397.125364676
31617,5362101.403283669
31618,6250307.113389404
31619,7954206.886915437
31620,5416182.119303972
31621,7385693.724412374
31622,11923327.824866448
31623,8781594.005006433
31624,5068070.36446838
31625,7151940.713185588
31626,7272261.913175804
31627,6536827.422317967
31628,8372715.174694541
31629,8521866.008958114
31630,4715439.556017415
31631,6022777.027921367
31632,9379227.139339425
31633,7196168.560637998
31634,7377995.611988476
31635,8763944.314696562
31636,7730044.381291964
31637,5411494.515382016
31638,7527354.546397731
31639,4469972.12411317
31640,8418458.05365428
31641,4594736.703284042
31642,5409147.765977794
31643,5901943.826118045
31644,7163927.012489572
31645,11810702.98228662
31646,7584637.984566338
31647,6147485.057421036
31648,8544212.878022201
31649,7295429.291666349
31650,6980065.658249456
31651,7915640.842045125
31652,6285770.060211047
31653,6639742.165985327
31654,7150960.815965211
31655,5153930.35674725
31656,10303052.879672248
31657,7681102.112667567
31658,5467631.43030227
31659,6515426.925092487
31660,6735788.295777182
31661,6707207.01780046
31662,6069874.378285179
31663,4579730.654242871
31664,5309250.353789434
31665,4747304.417753362
31666,6977393.860846092
31667,6780310.939291034
31668,7909500.666452848
31669,8999759.322369345
31670,6088831.973498696
31671,7089965.497560259
31672,6411428.9145879075
31673,8992555.503422009
31674,8155030.658020647
31675,6685293.706848201
31676,6254762.572331859
31677,5068070.36446838
31678,5829745.883388878
31679,7356260.927139206
31680,7405089.164565043
31681,6496617.650268223
31682,5796732.575498303
31683,6806391.344735576
31684,5382994.366220327
31685,4387224.482257575
31686,9387080.18573161
31687,10169012.8829585
31688,7684030.84151487
31689,4579730.654242871
31690,7476932.919688117
31691,4469972.12411317
31692,11811989.215061579
31693,7342478.31614583
31694,13390625.57419268
31695,6069874.378285179
31696,4282182.138969383
31697,5382994.366220327
31698,4290328.2798774475
31699,5953942.644854603
31700,6566381.524316102
31701,6912448.527106579
31702,6648539.378682941
31703,6943642.667042039
31704,5710632.264992254
31705,8317658.888962699
31706,6614820.093998515
31707,9102731.14723432
31708,7755725.401970643
31709,5548060.905673198
31710,7292939.29248113
31711,7000096.417776108
31712,8084208.134613148
31713,5994986.868034821
31714,5192340.957888637
31715,5147715.994184142
31716,5637370.8403522875
31717,8416998.88240996
31718,5014491.70999839
31719,8854269.22013944
31720,5772695.456674773
31721,5031835.387745217
31722,5901943.826118045
31723,6930462.910617501
31724,6948240.354903906
31725,5122349.567399864
31726,9723562.17708081
31727,7515219.184320378
31728,4967678.966529404
31729,5852027.529369633
31730,4800188.903248765
31731,6607584.196268683
31732,6700193.39494504
31733,4871680.6225025635
31734,5433331.889636738
31735,5373133.248278987
31736,6026946.096822668
